РК;Аптека;Код АП;Товар;Штрих;Серия;срок годности;Номер;Дата;Дата ввода КИЗа;Статус;SGTIN;Код ошибки;Ошибка;Схема;Номер поставщика;Дата поставщика;Поставщик;Ошибка КИЗа;Задвоение;Интернет-заказ;Продажа;GSPO;Комментарий ГСПО;Уникальный код;MD аптеки;MD поставщика;Start;PUT;VER;Size;ГИС МТ
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 105339 ; Глицин таб. 0,1г №100 ; 2006344686328 ; 170072024 ; NULL ; 1134/ПН-00060999 ;02.10.2024;02.10.2024; HOLD ; 04601687000114RB9SB1IKN4XVQ ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68888289 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068888289 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 362BB9D5-813C-4E67-B665-EE173E3EC2FA ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.500 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 105339 ; Глицин таб. 0,1г №100 ; 2006344686328 ; 170072024 ; NULL ; 1134/ПН-00060999 ;02.10.2024;02.10.2024; HOLD ; 04601687000114SI7ZI6FY51SM0 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68888289 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068888289 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; F9265E26-3F7D-4321-9CCF-939FEED239E7 ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.500 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 116693 ; Брейнмакс капс. 250мг+250мг №40 ; 2006344697355 ; 70323 ; NULL ; 1134/ПН-00061060 ;04.10.2024;04.10.2024; HOLD ; 04602509030371QsdWlFbo2A0cD ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68987470 ;04.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068987470 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; B3EA6420-18A8-4954-A2F5-AD30DFA4EAB9 ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.060 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 124538 ; Ципрофлоксацин Реневал капли гл. 0,3% 15мл ; 2006344686410 ; 10824 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 04603988042879L4K2E8E1DFL25 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 8037504D-15BE-4B7F-A7B5-657A5DA01E04 ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 2417 ; Амоксиклав таб. п/о плён. 875мг+125мг №14 ; 2006344686434 ; NX4767 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 076134211071921355047343610 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 020B9AE4-942F-4EEA-A783-99587570D756 ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 6405 ; Фуразолидон таб. 50мг №20 ; 2006344686519 ; 3721023 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 048102010022550000002866667 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; FD2CD9DB-879C-46EF-8CCF-9CB2C23DFB37 ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 28492 ; Эрмиталь капс. 10000ЕД №50 ; 2006344686373 ; 543701 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 04260142420340FW97G0WN0VGKR ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 6A470F1D-7C38-4D99-BE4D-F12213A9B9DC ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 9413 ; Цитовир-3 сироп 50мл ; 2006344686335 ; 2001223 ; NULL ; 1134/ПН-00060999 ;02.10.2024;02.10.2024; HOLD ; 046066030000320100DUCJ6KSDX ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68888289 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068888289 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 818CFF3E-5AE8-498A-AE13-C337416F4B1B ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.500 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 9413 ; Цитовир-3 сироп 50мл ; 2006344686335 ; 2001223 ; NULL ; 1134/ПН-00060999 ;02.10.2024;02.10.2024; HOLD ; 046066030000320100DUCJU4AMN ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68888289 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068888289 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 8144FD14-91CD-4E01-B3E9-DE91023D91A2 ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.500 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 594 ; Гриппферон капли наз. 10тыс.МЕ/мл 10мл ; 2006344686472 ; 1515 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 046062070000255570124539961 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; C7A01D60-F3F1-49E0-97EC-86E6998091EC ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 1391 ; Отипакс капли ушные 16мл ; 2006344686342 ; 3831 ; NULL ; 1134/ПН-00060999 ;02.10.2024;02.10.2024; HOLD ; 03583316669507100MD3F426ZBA ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68888289 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068888289 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 8121F678-034E-4E19-BFF3-B69D168570BC ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.500 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 3046 ; Колдакт флю плюс капс. №10 ; 2006344686397 ; DFE7257A ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 04601764001652SF4043EDEMCFR ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 68A852DE-DBEE-4931-855D-95B68BCA6031 ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 37861 ; Мильгамма р-р для в/м введ. 2мл №10 ; 2006344697331 ; 40305F ; NULL ; 1134/ПН-00061059 ;04.10.2024;04.10.2024; HOLD ; 04030674003447J06K0AGUATF4J ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68985384 ;04.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068985384 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; AD03D89E-C9C4-42EA-A318-6ED59AD39802 ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.747 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 77388 ; Диклофенак мазь 2% 30г ; 2006344686465 ; 100524 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 04605370002522zNljt47Ddg67k ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 2280C39D-E582-42C6-A9FF-74DC135930FA ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 102020 ; Комбинил капли гл./ушные 5мл ; 2006344686441 ; N24187 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 18901236020185611MZXCEEV1DM ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; EDE766EA-7783-46E9-9C69-B289086AC697 ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 105339 ; Глицин таб. 0,1г №100 ; 2006344686380 ; 170072024 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 04601687000114QCFMXBI11FRXF ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; A992D121-4890-40BE-9B1A-FB5AD9C412FE ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 105339 ; Глицин таб. 0,1г №100 ; 2006344686380 ; 170072024 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 04601687000114QCFG5G0YZGGT2 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 7A344A4E-082E-4870-953A-AF06D06A6A8D ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 110671 ; Кагоцел таб. 12мг №30 ; 2006344686458 ; 1050823 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 046100205401700000066486321 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 4E9B337C-0AD7-4291-AB33-B54F0C0C9AD2 ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 4993396 ; Аллохол Реневал таб.п/о плен. №50 ; 2006344686427 ; 40823 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 04603988018683EKD9G4G13IE9E ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 0490DB5A-5A7B-454B-AD19-985AD4AA262F ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1134 ; 124538 ; Ципрофлоксацин Реневал капли гл. 0,3% 15мл ; 2006344686410 ; 10824 ; NULL ; 1134/ПН-00061000 ;02.10.2024;02.10.2024; HOLD ; 04603988042879B4KJE8E197BJD ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68875448 ;02.10.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068875448 ; OK ; 71 ;уведомление 601 есть, но в этом уведомлении неправильный код МД аптеки получателя; 24F23B94-7304-4BFF-8AD0-F9101D1E08B5 ; 00000000144696 ; 00000000183056 ; 2024-10-11 06:28:21.700 ; 77A-1134SRV.apt.rigla.ru,8703 -d Rigla_1134 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1207 ; 4454544 ; Фемостон 1 таб. 1мг/10мг №28 ; 2007072001346 ; 374116 ;31.01.2027; 1207/ПН-00057370 ;10.10.2024;10.10.2024; HOLD ; 080026600377492760361778772 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315971554-001 ;10.10.2024; Протек ; OK ; OK ; protek.ru/561430031 ; OK ; NULL ;нет дополнительной информации; 792B1E82-D8D2-4C84-A9F5-603F152E0375 ; 00000000145601 ; 00000000000397 ; 2024-10-11 06:31:30.227 ; 77A-1207SRV.apt.rigla.ru,8703 -d Rigla_1207 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1231 ; 118263 ; Зенон таб.п/о плен. 20мг+10мг №90 ; 2007315507734 ; ELB01025 ;31.01.2027; 97231/ПН-00061018 ;28.09.2024;28.09.2024; HOLD ; 036647980150341452VMKMHD576 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314370385-001 ;28.09.2024; Протек ; OK ; OK ; protek.ru/42141513 ; OK ; 90 ;SGTIN в обороте или продан у другого юр лица, не у поставщика и не у аптеки покупателя; EA680CC9-34A5-4BC1-ACD9-DC6408D7DC14 ; 00000000145746 ; 00000000000397 ; 2024-10-11 06:32:36.583 ; 77A-1231SRV.apt.rigla.ru,8703 -d Rigla_1231 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1231 ; 133500 ; Никоретте морозная мята резинка жев. 4мг №105 ; 2007315506782 ; BZ480 ;21.04.2027; 97231/ПН-00061008 ;28.09.2024;28.09.2024; HOLD ; 035746617728991623277218888 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314294904-001 ;28.09.2024; Протек ; OK ; OK ; protek.ru/42114240 ; OK ; 90 ;SGTIN в обороте или продан у другого юр лица, не у поставщика и не у аптеки покупателя; A9465E1B-9631-4D2F-999A-7A87F4B9CFAC ; 00000000145746 ; 00000000000397 ; 2024-10-11 06:32:36.520 ; 77A-1231SRV.apt.rigla.ru,8703 -d Rigla_1231 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1239 ; 783 ; Индометацин супп. 50мг №10 ; 2007390630235 ; 33003A ; NULL ; 97239/ПН-00049665 ;24.09.2024;24.09.2024; HOLD ; 080247901261625100000492352 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 68588309 ;24.09.2024; еАптека, МР ; OK ; OK ; eapteka.ru/ship-invoice/00068588309 ; OK ; 52 ;#Н/Д; FD611C2F-6040-479A-8DEC-8270D8D5A1D0 ; 00000000145842 ; 00000000183056 ; 2024-10-11 06:32:49.497 ; 77A-1239SRV.apt.rigla.ru,8703 -d Rigla_1239 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1292 ; 49563 ; Димексид р-р для наруж.прим. 100мл ; 2007922021944 ; 80724 ;31.07.2026; 97292/ПН-00062150 ;09.10.2024;09.10.2024; HOLD ; 04603905003129D3vbr0YxIjHey ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315721608-001 ;09.10.2024; Протек ; OK ; OK ; protek.ru/42571289 ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; 1EFF4D81-0562-4DBD-8B68-7C1294618B36 ; 00000000146003 ; 00000000000397 ; 2024-10-11 06:36:14.850 ; 77A-1292SRV.apt.rigla.ru,8703 -d RIGLA_1292 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1316 ; 8294 ; Астромар сироп Калина на фруктозе 250мл ; 2008163415103 ; 011223 ; NULL ; 97316/ПН-00064957 ;10.10.2024;10.10.2024; HOLD ; 046059270005515Bj4p3BT'L7gt ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 69226860 ;10.10.2024; еАптека, МР ; ERROR ; OK ; eapteka.ru/ship-invoice/00069226860 ; OK ; NULL ;нет дополнительной информации; A28EAA89-BFC0-4641-9549-04665976952B ; 00000000146148 ; 00000000183056 ; 2024-10-11 06:37:34.633 ; 77A-1316SRV.apt.rigla.ru,8703 -d Rigla_1316 -U sa -P efarma2 ; 29 ; ПФ ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1317 ; 5685 ; Омакор капс. 1000мг №28 ; 2008179312304 ; 34276601 ;30.11.2026; 97317/ПН-00054100 ;09.10.2024;10.10.2024; HOLD ; 080026600378551320391586492 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315526171-001 ;08.10.2024; Протек ; OK ; OK ; protek.ru/42518186 ; OK ; 89 ;нет уведомления или у нас товар в группе прямой акцепт, поставщик использует обратный акцепт; F4C5C431-8F40-459C-A5D2-D37CE562F80D ; 00000000146151 ; 00000000000397 ; 2024-10-11 06:37:40.637 ; 77A-1317SRV.apt.rigla.ru,8703 -d Rigla_1317 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1320 ; 49303 ; Мексидол таб.п/о плен. 125мг №30 ; 2008204572666 ; 230224 ;31.01.2027; 97320/ПН-00062937 ;13.09.2024;13.09.2024; HOLD ; 04607085319421RdqCNR5H1WV5W ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 312041675-001 ;13.09.2024; Протек ; OK ; OK ; protek.ru/41510171 ; OK ; 90 ;SGTIN в обороте или продан у другого юр лица, не у поставщика и не у аптеки покупателя; 0A0FAA0D-EA3F-4005-8EE7-4CD559DF63D3 ; 00000000480688 ; 00000000000397 ; 2024-10-11 06:37:27.650 ; 77A-1320SRV.apt.rigla.ru,8703 -d Rigla_1320 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1351 ; 60737 ; Ремантадин таб. 50мг №20 ; 2008515677272 ; 100823 ;31.07.2028; 97351/ПН-00030420 ;04.10.2024;04.10.2024; HOLD ; 04602509016900uYA0dS8akt3tI ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315148767-001 ;04.10.2024; Протек ; OK ; OK ; protek.ru/42387165 ; OK ; 90 ;SGTIN в обороте или продан у другого юр лица, не у поставщика и не у аптеки покупателя; EF33863B-F142-4F9C-8128-9A6319E34700 ; 00000000146215 ; 00000000000397 ; 2024-10-11 06:39:29.950 ; 77A-1351SRV.apt.rigla.ru,8703 -d Rigla_1351 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1358 ; 129539 ; Синекод р-р для приема внутрь 1,5мг/мл 100мл ; 2008586050912 ; 2Y9V ;31.03.2027; 97358/ПН-00048907 ;10.10.2024;10.10.2024; HOLD ; 046070451900912GM92PNXD1R8V ; 11 ; Операция не может быть выполнена. Недопустимый переход в товаропроводящей цепочке ; 701 ; 315924260-001 ;10.10.2024; Протек ; OK ; OK ; protek.ru/42625177 ; OK ; 90 ;SGTIN в обороте или продан у другого юр лица, не у поставщика и не у аптеки покупателя; C7E022DC-E143-4789-8043-17F58EED0F68 ; 00000000146222 ; 00000000000397 ; 2024-10-10 17:20:13.357 ; 77A-1358SRV.apt.rigla.ru,8703 -d Rigla_1358 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1385 ; 49374 ; Анузол свечи №10 ; 2008858160998 ; 120324 ;28.02.2027; 97385/ПН-00044965 ;10.10.2024;10.10.2024; HOLD ; 04601026002014FGXDA0AVG40U2 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315962009-002 ;10.10.2024; Протек ; OK ; OK ; protek.ru/42640002 ; OK ; NULL ;нет дополнительной информации; 3BF4B2D8-4B9E-44E0-905B-445058EE7381 ; 00000000157129 ; 00000000000397 ; 2024-10-11 06:41:10.340 ; 77A-1385SRV.apt.rigla.ru,8703 -d Rigla_1385 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1385 ; 49305 ; Пикамилон таб. 50мг №30 ; 2008858161018 ; 430824 ;01.09.2027; 97385/ПН-00044965 ;10.10.2024;10.10.2024; HOLD ; 04601808001341e5vOw4R839Hvp ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315962009-002 ;10.10.2024; Протек ; OK ; OK ; protek.ru/42640002 ; OK ; NULL ;нет дополнительной информации; 7360475E-3820-4D98-8CCA-EB3509AF633D ; 00000000157129 ; 00000000000397 ; 2024-10-11 06:41:10.340 ; 77A-1385SRV.apt.rigla.ru,8703 -d Rigla_1385 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1385 ; 114856 ; Конкор таб.п/о плен. 5мг №50 ; 2008858161001 ; A18780 ;30.09.2028; 97385/ПН-00044965 ;10.10.2024;10.10.2024; HOLD ; 046400175911440100EPU7SFKHU ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315962009-002 ;10.10.2024; Протек ; OK ; OK ; protek.ru/42640002 ; OK ; NULL ;нет дополнительной информации; 3EA553BE-C3EE-4962-B458-93031A750CD2 ; 00000000157129 ; 00000000000397 ; 2024-10-11 06:41:10.340 ; 77A-1385SRV.apt.rigla.ru,8703 -d Rigla_1385 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1386 ; 2774 ; Синупрет таб.п/о №50 ; 2008866876898 ; 0000203567 ;31.01.2027; 97386/ПН-00040328 ;10.10.2024;10.10.2024; HOLD ; 040297991162312240156376455 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315923200-001 ;10.10.2024; Протек ; OK ; OK ; protek.ru/42625036 ; OK ; NULL ;нет дополнительной информации; 75A2C507-4CFD-4CE5-B265-84266236A9E5 ; 00000000146372 ; 00000000000397 ; 2024-10-11 06:41:15.243 ; 77A-1386SRV.apt.rigla.ru,8703 -d Rigla_1386 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Москва Оз_ООО ""Аптечная сеть Оз"" "; мскАпт1386 ; 1394 ; Отривин для взрослых спрей назальн. 0,1% 10мл ; 2008866876874 ; D27F ;30.06.2027; 97386/ПН-00040328 ;10.10.2024;10.10.2024; HOLD ; 046070451900461333CZ9ZF1236 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315923200-001 ;10.10.2024; Протек ; OK ; OK ; protek.ru/42625036 ; OK ; NULL ;нет дополнительной информации; 68DD6007-C8A8-4C34-84AB-31DCD90D52FB ; 00000000146372 ; 00000000000397 ; 2024-10-11 06:41:15.243 ; 77A-1386SRV.apt.rigla.ru,8703 -d Rigla_1386 -U sa -P efarma2 ; 29 ; ЛС ; NULL
